"feed__data__message","feed__data__updated_time","feed__data__id","feed__paging__previous","feed__paging__next","id"
"Orthetrum sabina GREEN MARSH HAWK  Nanjanagudu, Mysuru, Karnataka. Nov 2019. ID courtesy: Benoît Guillon","2019-11-27T05:15:54+0000","216593478390203_2605479236168270","","",""
"Id updated...\n\nID- Ischnura rubilio.\nKOLKATA...\n16/11/19","2019-11-26T14:25:45+0000","216593478390203_2580408972008630","","",""
"Senegal Golden Dartlet Ischnura senegalensis female and Male. (Photos by Sri R Kashyap) . Mysuru, Karnataka. November 2019. Requesting ID confirmation.","2019-11-26T08:23:37+0000","216593478390203_2603462969703230","","",""
"Coromandel Marsh Dart Male (photos by Sri Kashyap R). Mysuru, Karnataka. November 2019. Requesting ID confirmation.","2019-11-26T07:33:24+0000","216593478390203_2603466786369515","","",""
"Three lined Grass Dart  Pseudagrion decorum. Mysuru, Karnataka.  Nov 2019. Requesting for ID confirmation.","2019-11-26T07:27:03+0000","216593478390203_2603457996370394","","",""
"Blue-tailed Yellow Skimmer - Female\nNorth Canara, Karnataka\nNov 2019","2019-11-26T03:16:45+0000","216593478390203_2603073206408873","","",""
"Our eldest group member gets featured in a top tier Newspaper! More power to #Dragonflies & Bala Sir!","2019-11-25T05:07:44+0000","216593478390203_2600947849954742","","",""
"Field guide to the Dragonflies of Northwest India.\nWith (528) pages\nAuthored by me\nComing soon... book your copy with pre-booking special offer.\n\n[\n](https://www.facebook.com/photo.php?fbid=1548408355300330&set=a.115410941933419&type=3&av=100003935417002&eav=AfYI4pqc3W2PPN7LDFtHbsdx0Gpj2OULLjadhud9qdHfzvmABrf6wnb61Z5wV0OEm34&eid=ARDLL4LMTZzssbR-arYeyXGXfnp_zyS5SgisrKQGy6Hle89KpKh7tdgoqPQW_vno4NHG1g8_i50fuyys)","2019-11-24T13:02:01+0000","216593478390203_2483630541686474","","",""
"Crocothemis servilia (Ruddy marsk skimmer)\n\nPalakkad, Kerala \n\nID courtesy Orzun Tamang / Bo Nielsen\n\n24 November 2019","2019-11-24T12:19:21+0000","216593478390203_2598905093492351","","",""
"Rhyothemis variegata \n\nPalakkad, Kerala \n\n24 November 2019","2019-11-24T08:19:58+0000","216593478390203_2598870986829095","","",""
"","2019-11-23T14:24:56+0000","216593478390203_2597131653669695","","",""
"ID please\n\n23 november 2019\n\nAnairangal, kerala","2019-11-23T12:49:07+0000","216593478390203_2596941563688704","","",""
"ID please\n\n23 november 2019\n\nAnairangal kerala","2019-11-23T12:46:45+0000","216593478390203_2596875917028602","","",""
"","2019-11-23T04:10:41+0000","216593478390203_2596167850432742","","",""
"Red Marsh Trotter\n\nBengaluru, Karnataka \n\nNov 2019","2019-11-20T15:36:35+0000","216593478390203_2589235471125980","","",""
"Neurothemis tullia \n\nPalakkad, Kerala \n\n19 November 2019","2019-11-20T09:16:40+0000","216593478390203_2589722394410621","","",""
"Rhyothemis variegata \n\nPalakkad, Kerala \n\n19 November 2019","2019-11-20T09:09:25+0000","216593478390203_2589711827745011","","",""
"Clear-winged Forest Glory feeding at Coorg, Karnataka. Nov. 2019.\n\nNikon D7200, Nikkkor 200-500","2019-11-19T19:58:26+0000","216593478390203_2587099364672924","","",""
"Scientific name : Cratilla lineata (Foerster,1903)\nCommon name : Emerald Banded Skimmer\nFamily : Libellulidae\nGroup name : Skimmers\nBreeding Habitats : Water puddles and ponds\nPlace of observation : Coimbatore, Tamil Nadu\nDate of observation : 09/11/2019\n\nIt is commonly found in forested areas in lowland and montane regions. Prefers to breed in shaded muddy pools and marshes in forest.\n\n#CoimbatoreOdonatesSurvey","2019-11-19T00:42:58+0000","216593478390203_2581265795256281","","",""
"Scientific name : Pseudagrion rubriceps (Selys,1876)\nCommon name : Saffron-Faced Grass Dart\nFamily : Coenagrionidae\nGroup name : Marsh Darts\nBreeding Habitats : Streams,rivers and lakes\nPlace of observation : Coimbatore, Tamil Nadu\nDate of observation : 09/11/2019\n\nWidely distributed throughout the plains and submontane areas. It breeds in weedy streams and ponds.\n\n#CoimbatoreOdonatesSurvey","2019-11-18T14:43:03+0000","216593478390203_2579100492139478","","",""
"Senegal Golden Dartlet - Mating Pair,\n\nNorth Canara, Karnataka.\nOct 2019","2019-11-18T03:43:07+0000","216593478390203_2584867608229433","","",""
"Scientific name : Crocothemis servilia (Drury,1773)\nCommon name : Ruddy Marsh Skimmer\nFamily : Libellulidae\nGroup name : Skimmers\nBreeding Habitats : Marshes and weedy lakes\nPlace of observation : Coimbatore, Tamil Nadu\nDate of observation : 10/11/2019\n\n#CoimbatoreOdonatesSurvey","2019-11-17T15:21:22+0000","216593478390203_2582791145103746","","",""
"Pseudagrion decorum \n\nDiamond Harbour\nSouth 24 Parganas\nWest Bengal\nNov, 19","2019-11-17T09:14:44+0000","216593478390203_2583065425076318","","",""
"Pied paddy skimmer \n\nPalakkad, Kerala \n\n17 November 2019","2019-11-17T07:54:11+0000","216593478390203_2582947538421440","","",""
"Two Coromandel marsh darts are in pairing mode, with one of them stuck in a spider's web. It is windy. In the wind and frenzy of the mating action, the pair fall down but carry on in the same position where they fell. The damselfly caught in the web has saved its life, it seems. \n\nPalakkad, Kerala; 16 November 2019","2019-11-17T07:05:44+0000","216593478390203_2580684115314449","","",""
"Brachydiplax sp\n\nID courtesy P Arajush \n\nPalakkad, Kerala \n\n14 November 2019","2019-11-16T17:42:04+0000","216593478390203_2576899089026285","","",""
"ID please \n\nPalakkad, Kerala \n\n14 November 2019","2019-11-16T16:58:49+0000","216593478390203_2580927245290136","","",""
"ID Update - Urothemis signata\nToday \nBankura, WB","2019-11-16T14:18:58+0000","216593478390203_2581222255260635","","",""
"Is this Red Marsh Trotter (Tramea basilaris)?\nLocation: Tharangamadi, Nagapattinam, Tamil Nadu\nNovember'19","2019-11-16T00:15:35+0000","216593478390203_2576376802411847","","",""
"Id pls...\nLocation: Mayiladuthurai, Tamil Nadu.\nNovember'19.","2019-11-15T16:46:15+0000","216593478390203_2564649753584552","","",""
"Crocothemys servilia female\n\nID correction Antoine van der Heijden\n ](https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=ZmVlZGJhY2s6MjU3ODI3OTY0ODg4ODIyOV8yNTc4MzMwNjYyMjE2NDYx&av=1204252546)Palakkad, Kerala \n\n15 November 2019","2019-11-15T15:43:47+0000","216593478390203_2578279648888229","","",""
"Brachydiplax sobrina male\n\nID courtesy Vivek Chandran\n\nPalakkad, Kerala \n\n15 November 2019","2019-11-15T07:21:22+0000","216593478390203_2578256112223916","","",""
"Scientific name : Paragomphus lineatus ( Selys, 1850 )\nCommon names : Lined Hooktail / Common Hooktail\nFamily : Gomphidae\nStatus : Un-common\nBreeding Habitats : Streams and ponds\nDistribution : Throughout India, Burma and Turkey\nPlace of observation : Coimbatore, Tamil Nadu.\nDate of observation : 09/11/2019\n\n#CoimbatoreOdonatesSurvey","2019-11-14T06:35:35+0000","216593478390203_2575528952496632","","",""
"Pantala flavescens","2019-11-14T06:01:47+0000","216593478390203_2575895755793285","","",""
"Crocothemis servilia\nID courtesy Renjith Jacob Mathews\nPalakkad, Kerala \n13 November 2019","2019-11-14T01:47:28+0000","216593478390203_2573862085996652","","",""
"Scientific name : Trithemis festiva (Rambur, 1842)\nCommon names : Indigo Dropwing / Black Stream Glider\nFamily : Libellulidae\nStatus : Common\nBreeding Habitats : Streams\nDistribution : Throughout India, South Asia\nPlace of observation : Coimbatore, Tamil Nadu\nDate of observation : 09/11/2019","2019-11-13T09:48:30+0000","216593478390203_2573661676016693","","",""
"Dysphaea ethela\n\nMadikeri, Karnataka, India -2016","2019-11-12T16:23:11+0000","216593478390203_2572330316149829","","",""
"Copera sp.\nID thanks to Amn Kumar \n\nNarur, Karnataka \nNovember 2019","2019-11-12T15:19:29+0000","216593478390203_2571626442886883","","",""
"Orthetrum pruinosum\nID thanks to Antoine van der Heijden\n\nNarur, Karnataka \nNovember 2019","2019-11-12T11:00:23+0000","216593478390203_2571625649553629","","",""
"Lathrecista asiatica \nAsiatic Bloodtail\nKottayam,Kerala 2018","2019-11-12T09:07:55+0000","216593478390203_2571599892889538","","",""
"I’d pls. \nIdionyx travancorensis.? \nCoimbatore, Tamilnadu\n2019","2019-11-12T02:27:16+0000","216593478390203_2570952159620978","","",""
"Neurothemis tullia\nFemale \nID thanks to Bo Nielsen\n\nNarur, Karnataka \nNovember 2019","2019-11-11T10:17:27+0000","216593478390203_2569408869775307","","",""
"Trithemis festiva male \n\nBamboo Rustles Camp, Konganepalli, Near Krishnagiri, Tamilnadu, India\n\n10-11-2019","2019-11-11T06:03:55+0000","216593478390203_2567949096587951","","",""
"Id plz\nNavsari, Gujarat, India \nNov,2019","2019-11-10T14:50:24+0000","216593478390203_2562149963834531","","",""
"I'd Help Please\n\nDiamond Harbour\nSouth 24 Parganas\nWest Bengal\nNov, 19","2019-11-08T16:47:13+0000","216593478390203_2555569667825894","","",""
"Neurothemis tullia (Pied Paddy Skimmer)\nPalakkad, Kerala \n26 October 2019","2019-11-08T15:13:22+0000","216593478390203_2563026223746905","","",""
"Brachythemis contaminata\nID courtesy Antoine van der Heijden\nTripunithura, Ernakulam Dt., Kerala \n5 November 2019","2019-11-08T13:04:04+0000","216593478390203_2562747253774802","","",""
"Coromandel Marsh Dart \n\nErnakulam, Kerala \n\n4 November 2019","2019-11-07T14:52:16+0000","216593478390203_2560743207308540","","",""
"Scientific name : Palpopleura sexmaculata (Fabricius,1787)\nCommon name : Blue-Tailed Yellow Skimmer\nFamily : Libellulidae\nGroup name : Skimmers\nBreeding Habitats : Marshes, Streams and Small pools in the hills.\nPlace of observation : Periyar Tiger Reserve, Thekkady, Kerala, India.\nDate of observation : 29/09/2019","2019-11-07T09:02:12+0000","216593478390203_2560149507367910","","",""
"Rhyothemis variegata \n\nThripunithura, Ernakulam Dt., Kerala \n\n5 November 2019","2019-11-06T15:05:43+0000","216593478390203_2558459084203619","","",""
"Nothing is exempted from road kill...\nChalky Percher/Ground Skimmer - female\n( Diplacodes trivialis)\nLocation: Mayiladuthurai, Tamil Nadu\nOctober'19.","2019-11-06T09:27:51+0000","216593478390203_2557849857597875","","",""
"","2019-11-06T03:18:13+0000","216593478390203_2554294301286764","","",""
"We've added a mentorship program to DragonflySouthAsia so you can get or give support to another member of our community. \n\nThe idea here is to build mentor-student relationships to work on research projects, outreach, and conservation action. \n\nRequest professors and experts to sign up as mentors.\n\nRequest students to join the mentors as mentees!\n\nHere's how the program works:\n\nFor mentees, get in touch with your preferred mentor. Ask him/her any doubts or start working on a project. Mentor will guide and assess your progress. I hope some research publications come out of this. \n\nhttps://www.facebook.com/fbmentorship/signup/?application_id=930058324047429","2019-11-06T03:16:05+0000","216593478390203_2546687252047469","","",""
"Id please\nMapusa Goa\n5/11/19","2019-11-06T02:36:35+0000","216593478390203_2556614811054713","","",""
"Pseudagrion sp\n\nNalluru kere, Chikmagalur district\nKarnataka, 28-10-2019","2019-11-04T02:38:23+0000","216593478390203_2545030755546452","","",""
"Is it pied paddy skimmer ?\nMapusa Goa\n3/11/19","2019-11-03T13:26:18+0000","216593478390203_2551609154888612","","",""
"Ruby tailed Hawklet\nEpithemis mariae\nPTR 30.09.19","2019-11-02T08:16:09+0000","216593478390203_2549260588456802","","",""
"Ahmedabad 1/11/19\nRequest for identification","2019-11-02T05:09:40+0000","216593478390203_2548975095152018","","",""
"Scarlet Skimmer - Male & Female\n(Crocothemis servilia)\n@Mayiladuthurai, Tamil Nadu\nOctober'19","2019-11-01T15:33:07+0000","216593478390203_2547864148596446","","",""
"Pantala flavescens \nID confirmation Muhammed Haneef \nPalakkad, Kerala \n1 November 2019","2019-11-01T11:58:54+0000","216593478390203_2547437321972462","","",""
"Id updated: Green Marsh Hawk (Orthetrum sabina)\n@ Mayiladuthurai, Tamil Nadu\nOctober'19.","2019-11-01T10:48:10+0000","216593478390203_2547146765334851","","",""
"Id updated Thollymis tillarga - female\nFrom Bangalore\nThank you 🙏","2019-10-31T16:48:50+0000","216593478390203_2545568578826003","","",""
"S. Name: Rhyothemis variegata, (Female),\nCamera: Mobile (Lenovo K8),\nLocation: Ramanathapuram, Tamil Nadu, India.","2019-10-31T03:42:19+0000","216593478390203_2544491555600372","","",""
"Lestes elatus male\nID thanks to P Arajush\n\nNarur, Karnataka \nOctober 2019","2019-10-31T03:00:45+0000","216593478390203_2543528422363352","","",""
"Pied paddy skimmer \n\nPalakkad, Kerala \n\n27 October 2019","2019-10-30T17:18:47+0000","216593478390203_2536134996436028","","",""
"Ceriagrion coromandelianum\nID thanks to Antoine van der Heijden\n\nNarur, Karnataka \nOctober 2019","2019-10-30T15:29:11+0000","216593478390203_2542936682422526","","",""
"ID please?\n\nat Vile Parle East, Mumbai \n\n30.10.2019","2019-10-30T15:23:16+0000","216593478390203_2542453049137556","","",""
"ID updated : Tramea Limbata\n\nat Vile Parle East, Mumbai \n\n04.10.2019","2019-10-30T12:09:08+0000","216593478390203_2542455879137273","","",""
"Clear winged forest glory\nVestalis gracilis\nID thanks to Amn Kumar\n\nNarur, Karnataka \nAug 2019","2019-10-30T11:46:28+0000","216593478390203_2542936399089221","","",""
"Id updated: Chalky Percher (Diplacodes trivialis)\nLocation: Mayiladuthurai, Tamil Nadu\nOctober'19.","2019-10-30T08:48:34+0000","216593478390203_2539283112787883","","",""
"A Pantala flavescens dragonfly, caught in strong winds yesterday evening strayed into our fourth floor apartment through the balcony window. Confused and not knowing the way out, it fluttered about hither and thither, hanging onto lampshades, under the furniture, on the floor and so on. In the process, It collected some dirt and debris and was in some difficulty; an ant had caught hold of one of its legs. It then settled on my Bermuda, as if seeking help. The ant was dislodged and the dragonfly let out through the balcony, when it flew away. Not sure if it survived. \n\nPalakkad, Kerala \n\nID courtesy Muhammed Haneef\n\n29 October 2019","2019-10-30T07:15:42+0000","216593478390203_2542512075798320","","",""
"ID updated : Orthetrum sabina\n\nat Vile Parle East, Mumbai\n\n30.08.2019","2019-10-30T06:28:19+0000","216593478390203_2542461269136734","","",""
"Ruddy Marsh Skimmer","2019-10-30T01:40:27+0000","216593478390203_2542143442501850","","",""
"Elattoneura tetrica male and female. Amboli. Maharashtra. 14.10.2019","2019-10-29T09:36:09+0000","216593478390203_2538870329495828","","",""
"Anax indicus?\n\nBanglore, Karnataka \n\nOct 2019","2019-10-28T15:06:57+0000","216593478390203_2536576243058570","","",""
"Crocothemis servilia \n\nPalakkad, Kerala \n\n27 October 2019","2019-10-28T09:37:57+0000","216593478390203_2538383552877839","","",""
"I was out with my camera, photographing a pair of Golden Dartlet damselflies(Ischnura rubilio), one of the prettiest damselflies of our region. They were ready to mate and he was holding the female. The males uses his anal-appendages to clasp the female by the neck . Once the male tightens his grip its difficult for a female to escape .\n\nWhile I was busy clicking few images, suddently a female Ground skimmer(Diplacodes trivialis ) came and caught the mating pair and started feeding on the male Golden Dartlet while the female damselfly was still hanging on to the male. I could see the tiny female damselfly was frantically flapping her wings and shaking her body to get away from her mate . In a few minutes it was over. The Ground skimmer finished her meal of that golden Dartlet male, along with the helpless female. And thats how life goes on in the amazing world of Insects !\n\nTadoba TR-\n\n20th October-2019","2019-10-27T17:13:26+0000","216593478390203_2524805540902307","","",""
"Fulvous Forest Skimmer at Sammilan Shetty's Butterfly Garden, Belvai, Karnataka. Sept. 2019\n Nikon D5300, Nikkor 105 f/2.8","2019-10-27T09:50:01+0000","216593478390203_2536225386426989","","",""
"id updated : Paragomphus lineatus.\n\nKadma : Bankura : West Bengal \n\n26-10-2019","2019-10-27T02:31:52+0000","216593478390203_2533912019991659","","",""
"id please\n\nKadma : Bankura : West Bengal\n\n26-10-2019","2019-10-26T17:26:41+0000","216593478390203_2533912623324932","","",""
"ID Rhinocypha trifasciata (male) \nThree-banded Emerald Jewel, Lachchiwala, Uttarakhand, INDIA, Oct 2017","2019-10-26T12:15:54+0000","216593478390203_2533331183383076","","",""
"Coromandel Marsh Dart \n\nPalakkad, Kerala \n\n26 October 2019","2019-10-26T07:09:11+0000","216593478390203_2533777293338465","","",""
"ID Please, Pushpagiri, Coorg, INDIA, Dec 2017","2019-10-26T01:36:18+0000","216593478390203_2533329663383228","","",""
"id please \n\nKadma : Bankura : West Bengal\n\n22/10/2019","2019-10-25T15:40:06+0000","216593478390203_2527706987278829","","",""
"P. spencei young male (ID updated)\n\n19-11-2019\n\nAndal, West Bengal","2019-10-25T14:37:07+0000","216593478390203_2532319976817530","","",""
"Asiatic Blood-tail...Palghat...Oct 19","2019-10-25T02:58:04+0000","216593478390203_2531282203587974","","",""
"**Light-tipped Demon** / **Black Marsh Skimmer** (*Indothemis carnatica*) - Male, immature.\n\nSiddheshwar Hills / Alibag Taluka / Raigad District / Maharashtra on 06 October 2019.","2019-10-24T15:24:57+0000","216593478390203_2530314957018032","","",""
"Our meeting mini report is available on our website - [https://dragonflyindmeet.wordpress.com/past-meets/2019-2/](https://dragonflyindmeet.wordpress.com/past-meets/2019-2/)","2019-10-24T14:38:43+0000","216593478390203_2530159213700273","","",""
"* Requesting ID. ***Diplacodes trivialis*** **Blue Ground Skimmer ** .  Chamundi hill, Mysore, Karnataka. 24/10/2019.","2019-10-24T14:08:39+0000","216593478390203_2530175550365306","","",""
"|| Eyes Contact ||\n\nPied Paddy Skimmer Dragonfly (Neurothemis Tullia) Family-Libellulidae\nRedmi Note4+ Indo macro lens\n24.10.19\nNirmala wetland Project, Gavier Lake\nSurat Gujarat India","2019-10-24T12:25:08+0000","216593478390203_2529988683717326","","",""
"Id updated Ground skimmer (Diplacodes trivalis)\nFrom Bangalore\nOct 2019\nThank you 🙏","2019-10-24T05:04:57+0000","216593478390203_2529135863802608","","",""
"Id of this damsel fly \nFrom Bangalore\nOct 2019\nThank you 🙏","2019-10-24T02:37:19+0000","216593478390203_2529136523802542","","",""
"We had a great DragonflySouthAsia Meeting 2019 at Syamantak Dhamapur\nQuick Stats -\n12 field hours \n61 odonates - possibly three new records for the region\n90 birds, 49 butterflies, 16 herps, & 6 mammals\nOutreach coverage - 110 people\nDetailed report is coming soon! Stay tuned!","2019-10-23T07:53:16+0000","216593478390203_2518821688167359","","",""
"Granite ghost\nBradinopyga geminata\nAkm, Kottayam ,10/2019","2019-10-23T06:00:02+0000","216593478390203_2527186107330917","","",""
"id updated :Red Marsh Trotter-Tramea basilaris\n\nKadma : Bankura : West Bengal\n\n22/10/2019","2019-10-22T13:50:32+0000","216593478390203_2525238960858965","","",""
"Diplacodes trivialis\n\nID courtesy Antoine van der Heijden\n\nPalakkad, Kerala \n\n20 October 2019","2019-10-21T07:40:01+0000","216593478390203_2522780731104788","","",""
"id please \n\nBankura : West Bengal \n\nSept 2019","2019-10-21T03:12:50+0000","216593478390203_2521500334566161","","",""
"I request all of you...When someone asks name or Identification... Please give both common name and scientific name.","2019-10-21T03:02:03+0000","216593478390203_2522406964475498","","",""
"Pseudagrion rubriceps teneral male. (ID updated)\n20 - 10 - 2019\n\nPaschim Bardhaman, West Bengal","2019-10-20T13:46:01+0000","216593478390203_2521102197939308","","",""
"Crocothemis servilia\n\nID courtesy Muhammed Haneef\n\nPalakkad, Kerala \n\n20 October 2019","2019-10-20T10:03:03+0000","216593478390203_2520652887984239","","",""
"Heliocypha bisignata \n\nDevdhamapur | Ratnagiri | Maharashtra\n\nSeptember 2019","2019-10-20T09:05:49+0000","216593478390203_2520662097983318","","",""
"Id Help Pls\n\nOctober 2019\n\nBhuj, Gujarat","2019-10-19T16:46:41+0000","216593478390203_2518612101521651","","",""
"Blue-Tailed Forest Hawk \nOrthetrum triangulare\nCoonoor, The Nilgiris\nSep 2015","2019-10-19T13:01:55+0000","216593478390203_2518760264840168","","",""
"Id updated - Neurothemis fulvia - Fulvous Forest skimmer (f)\nCoorg, Karnataka \n19 Oct 19","2019-10-19T12:54:18+0000","216593478390203_2518735984842596","","",""
"Id Help Pls\n\nOctober 2019\n\nBhuj, Gujarat","2019-10-19T11:39:33+0000","216593478390203_2518618891520972","","",""
"ID Help please\n Greater Rann of Kutch, Gujarat \n 30 Sep 2019","2019-10-19T11:34:36+0000","216593478390203_2517935851589276","","",""
"Green Marsh Hawk, Orthetrum sabina\nGreater Rann of Kutch, Gujarat \n30 Sep 2019","2019-10-19T04:34:19+0000","216593478390203_2517931508256377","","",""
"Wandering glider- Pantala flavesens\n\nBanglore, Karnataka \n\nOct 2019","2019-10-19T02:38:22+0000","216593478390203_2517824184933776","","",""
"Anax indicus female\nAndal, Paschim Bardhaman, WB\nDate : 18-10-2019","2019-10-18T15:54:59+0000","216593478390203_2516009025115292","","",""
"Dear all, \n\nBlack-winged Bambootail again seen in Bankura !\n\nAniruddha Singhamahapatra got a clear shot of a\n\nBlack-winged Bambootail (Disparoneura quadrimaculata)\n\non 12.10.19 at Kadma in Bankura, southern West Bengal,\n\neastern India !\n\nDragonfly experts Prosenjit Dawn and Arajush Payra\n\nhave informed us that the species is not available\n\nin West Bengal except dry parts of the state\n\nwhere it is fairly common.\n\nCheers ! S.Patra, SundayWatch, 14.10.19, 7.19 a.m.\n\nHere is that shot taken by\n\nAniruddha Singhamahapatra there on that day :","2019-10-18T06:22:10+0000","216593478390203_2515934035122791","","",""
"Globe Skimmer Mating pair \n\nOctober 2019\n\nHesaraghatta Lake, Bangalore, Karnataka","2019-10-17T15:03:05+0000","216593478390203_2506982272684634","","",""
"vishnunagar","2019-10-17T14:38:06+0000","216593478390203_2514600671922794","","",""
"Crocothemis servilia \n\nID courtesy Amn Kumar\n\nPalakkad, Kerala \n\n17 October 2019","2019-10-17T14:28:01+0000","216593478390203_2514576501925211","","",""
"Epophthalmia vittata\n\nNear my home Thane City\n\nOctober 2019","2019-10-17T13:04:33+0000","216593478390203_2514300261952835","","",""
"Ruddy Marsh Skimmer...","2019-10-17T08:47:53+0000","216593478390203_2514039761978885","","",""
"Id please\nMapusa Goa\n13/10/19","2019-10-17T03:49:07+0000","216593478390203_2505520079497520","","",""
"Libellago lineata\n\nDevdhamapur | Ratnagiri | Maharashtra\n\nSeptember 2019","2019-10-16T20:12:23+0000","216593478390203_2510737322309129","","",""
"Fulvous Forest Skimmer Male & Female at Sammilan Shetty's Butterfly Garden, Belvai, Karnataka. Sept. 2019\n Nikon D5300, Nikkor 105 f/2.8","2019-10-16T17:11:23+0000","216593478390203_2512707475445447","","",""
"Neurothemis fulvia\nAthipotta, Palakkad, Kerala \n16 October 2019","2019-10-16T16:34:34+0000","216593478390203_2512533055462889","","",""
"Ruddy Marsh Skimmer\n\nSeptember 2019\n\nBhuj, Gujarat","2019-10-16T16:29:34+0000","216593478390203_2512677792115082","","",""
"Potamarcha congener \n\nID courtesy Amn Kumar\n\nPalakkad, Kerala \n\n16 October 2019","2019-10-16T13:39:10+0000","216593478390203_2512389868810541","","",""
"Fulvous forest skimmer( Neurothemis fulvia)\n\nOctober 2019\n\nNaryanpur Chhattisgarh !!","2019-10-16T06:23:58+0000","216593478390203_2509712272411634","","",""
"Is it wondering glider ?\nMapusa Goa\n15/10/19","2019-10-15T09:59:32+0000","216593478390203_2509114082471453","","",""
"Is please\nMapusa Goa\n15/10/19","2019-10-15T09:53:25+0000","216593478390203_2509109392471922","","",""
"Id pls?\nThis dead species find last year from Meenachil River and yet to be identified. Can anyone identify","2019-10-15T05:02:05+0000","216593478390203_2508743869175141","","",""
"Blue-tailed Yellow Skimmer,\n\nChikkamagalur, Karnataka \n\nOct 2019","2019-10-14T15:55:50+0000","216593478390203_2507677265948468","","",""
"Orthetrum sabina \n\nPalakkad, Kerala \n\n14 October 2019","2019-10-14T11:19:10+0000","216593478390203_2507222162660645","","",""
"Id plz\nDakshin dinajpur, wb\n14th October","2019-10-14T09:11:15+0000","216593478390203_2507047766011418","","",""
"Brachythemis contaminata\nGreater Rann of Kutch, Gujarat \n02 Oct 2019","2019-10-14T08:49:54+0000","216593478390203_2506862399363288","","",""
"Pantala flavescens\nGreater Rann of Kutch, Gujarat\n02 Oct 2019","2019-10-14T08:44:20+0000","216593478390203_2506855756030619","","",""
"ID please \n\nPalakkad, Kerala \n\n13 October 2019","2019-10-13T15:14:33+0000","216593478390203_2504740062908855","","",""
"Paragomphus lineatus \n\nID courtesy Muhamed Sherif\n\nPalakkad, Kerala  \n\n13 October 2019","2019-10-13T15:13:10+0000","216593478390203_2504836589565869","","",""
"Tramea sp.\nT.basilaris\nGreater Rann of Kutch, Gujarat \n02 Oct 2019","2019-10-13T11:34:46+0000","216593478390203_2504615036254691","","",""
"Anax ephippiger, female\nGreater Rann of Kutch, Gujarat \n02 Oct 2019","2019-10-13T11:33:15+0000","216593478390203_2504617056254489","","",""
"Lestes viridulus - Emerald-striped Spreadwing, Ovalekar Wadi butterfly garden, Thane, MH (20191013)","2019-10-13T10:33:48+0000","216593478390203_2505055346210660","","",""
"Wandering glider (pantala flavescens)\nMapusa Goa\n12/10/19","2019-10-13T07:24:14+0000","216593478390203_2504617536254441","","",""
"Green marsh Hawk (Orthetrum sabina)\n\nSeptember 2019\n\nBhuj, Gujarat","2019-10-13T04:10:25+0000","216593478390203_2504430932939768","","",""
"Crocothemis servilia\n\nSeptember 2019\n\nBhuj, Gujarat","2019-10-13T04:09:41+0000","216593478390203_2504431946273000","","",""
"I’d pls \nEagle Nest, Arunachal \nAeshna petalura.?\nSep 2019","2019-10-12T14:22:02+0000","216593478390203_2502444086471786","","",""
"Ceriagrion coromandelianum (Coromandel Marsh Dart)\n\nID courtesy Samir Saha \n\nPalakkad, Kerala \n\n11 October 2019","2019-10-12T03:56:11+0000","216593478390203_2500550126661182","","",""
"Our paper, Ontogenetic colour change signals sexual maturity in a non‐territorial damselfly, is out in Ethology. We showed that red and blue damselfly males change colour from yellow to red during ontogenesis. With a range of behavioural experiments, we showed that this colour shift signals sexual maturity. \n\nI am sorry that I cannot provide the pdf here because of copyright restriction. If you are, however, interested in having a pdf copy, please let me know, and I will be more than happy to send via email or facebook inbox\n\n","2019-10-11T07:59:42+0000","216593478390203_2498592086856986","","",""
"Paragomphus lineatus (Lined hooktail)\n\nID courtesy Antoine van der Heijden\n\nPalakkad, Kerala \n\n11 October 2019","2019-10-11T07:02:32+0000","216593478390203_2500527519996776","","",""
"Stream Glory female\nDistrict Nainital \nUttarakhand\nOctober 2019","2019-10-10T11:43:19+0000","216593478390203_2498880640161464","","",""
"Pied Paddy Skimmer \n\nPalakkad, Kerala \n\n10 October 2019","2019-10-10T07:15:04+0000","216593478390203_2498500293532832","","",""
"Black tip Forest Glory at Sammilan Shetty's Butterfly Garden, Belvai, Karnataka. Sept. 2019\nNikon D5300, Nikkor 105 f/2.8","2019-10-10T06:59:28+0000","216593478390203_2498481626868032","","",""
"ID pls\n\nChitwan, Nepal.","2019-10-10T06:58:17+0000","216593478390203_2496091527107042","","",""
"ID please \nMaharashtra, India\nOctober 2019","2019-10-10T03:49:17+0000","216593478390203_2498261393556722","","",""
"Diplacodes nebulosa (Black tipped ground Skimmer)\nID courtesy : Prosenjit Dawn\n\nChitwan, Nepal","2019-10-09T14:51:12+0000","216593478390203_2496092413773620","","",""
"Paragomphus lineatus.\nID courtesy: Bo Nielsen.\n\nPhoto taken: Chitwan, Nepal. October","2019-10-09T14:47:14+0000","216593478390203_2496090270440501","","",""
"Coromandel Marsh Dart-female\n\nCeriagrion coromandelianum\n\nDurgapur, West Barddhaman\n\nWest Bengal, India, 06/10/19","2019-10-08T16:34:38+0000","216593478390203_2495319560517572","","",""
"Ictinogomphus rapax (Common Clubtail)\nID courtesy Prosenjit Dawn\nPalakkad, Kerala \n\n7 October 2019","2019-10-08T12:02:40+0000","216593478390203_2494807760568752","","",""
"Urothemis signata\n\nID courtesy Amn Kumar\n\nPanachikkad, Kottayam Dt., Kerala \n\n29 October 2017","2019-10-08T07:44:54+0000","216593478390203_2494433097272885","","",""
